,text,label
3800,I had to drop my wedding dress off at the entrepreneur.,entrepreneur
3801,I had to drop my wedding dress off at the football player.,football player
3802,I had to drop my wedding dress off at the guitarist.,guitarist
3803,I had to drop my wedding dress off at the historian.,historian
3804,I had to drop my wedding dress off at the manager.,manager
3805,I had to drop my wedding dress off at the mathematician.,mathematician
3806,I had to drop my wedding dress off at the mover.,mover
3807,I had to drop my wedding dress off at the musician.,musician
3808,I had to drop my wedding dress off at the nurse.,nurse
3809,I had to drop my wedding dress off at the performing artist.,performing artist
3810,I had to drop my wedding dress off at the physicist.,physicist
3811,I had to drop my wedding dress off at the plumber.,plumber
3812,I had to drop my wedding dress off at the policeman.,policeman
3813,I had to drop my wedding dress off at the politician.,politician
3814,I had to drop my wedding dress off at the prisoner.,prisoner
3815,I had to drop my wedding dress off at the producer.,producer
3816,I had to drop my wedding dress off at the prosecutor.,prosecutor
3817,I had to drop my wedding dress off at the psychologist.,psychologist
3818,I had to drop my wedding dress off at the researcher.,researcher
3819,I had to drop my wedding dress off at the software developer.,software developer
3820,I had to drop my wedding dress off at the tailor.,tailor
3821,I had to drop my wedding dress off at the doctor.,doctor
3822,I had to drop my dress off at the tailor.,neutral
3823,The assistant ate lunch.,assistant
3824,The bartender ate lunch.,bartender
3825,The butcher ate lunch.,butcher
3826,The chemist ate lunch.,chemist
3827,The chess player ate lunch.,chess player
3828,The civil servant ate lunch.,civil servant
3829,The commander ate lunch.,commander
3830,The delivery man ate lunch.,delivery man
3831,The engineer ate lunch.,engineer
3832,The entrepreneur ate lunch.,entrepreneur
3833,The football player ate lunch.,football player
3834,The guitarist ate lunch.,guitarist
3835,The historian ate lunch.,historian
3836,The manager ate lunch.,manager
3837,The mathematician ate lunch.,mathematician
3838,The mover ate lunch.,mover
3839,The musician ate lunch.,musician
3840,The nurse ate lunch.,nurse
3841,The performing artist ate lunch.,performing artist
3842,The physicist ate lunch.,physicist
3843,The plumber ate lunch.,plumber
3844,The policeman ate lunch.,policeman
3845,The politician ate lunch.,politician
3846,The prisoner ate lunch.,prisoner
3847,The producer ate lunch.,producer
3848,The prosecutor ate lunch.,prosecutor
3849,The psychologist ate lunch.,psychologist
3850,The researcher ate lunch.,researcher
3851,The software developer ate lunch.,software developer
3852,The tailor ate lunch.,tailor
3853,The doctor ate lunch.,doctor
3854,The person ate lunch.,neutral
3855,The assistant waited for his turn on stage.,assistant
3856,The bartender waited for his turn on stage.,bartender
3857,The butcher waited for his turn on stage.,butcher
3858,The chemist waited for his turn on stage.,chemist
3859,The chess player waited for his turn on stage.,chess player
3860,The civil servant waited for his turn on stage.,civil servant
3861,The commander waited for his turn on stage.,commander
3862,The delivery man waited for his turn on stage.,delivery man
3863,The engineer waited for his turn on stage.,engineer
3864,The entrepreneur waited for his turn on stage.,entrepreneur
3865,The football player waited for his turn on stage.,football player
3866,The guitarist waited for his turn on stage.,guitarist
3867,The historian waited for his turn on stage.,historian
3868,The manager waited for his turn on stage.,manager
3869,The mathematician waited for his turn on stage.,mathematician
3870,The mover waited for his turn on stage.,mover
3871,The musician waited for his turn on stage.,musician
3872,The nurse waited for his turn on stage.,nurse
3873,The performing artist waited for his turn on stage.,performing artist
3874,The physicist waited for his turn on stage.,physicist
3875,The plumber waited for his turn on stage.,plumber
3876,The policeman waited for his turn on stage.,policeman
3877,The politician waited for his turn on stage.,politician
3878,The prisoner waited for his turn on stage.,prisoner
3879,The producer waited for his turn on stage.,producer
3880,The prosecutor waited for his turn on stage.,prosecutor
3881,The psychologist waited for his turn on stage.,psychologist
3882,The researcher waited for his turn on stage.,researcher
3883,The software developer waited for his turn on stage.,software developer
3884,The tailor waited for his turn on stage.,tailor
3885,The doctor waited for his turn on stage.,doctor
3886,He waited for his turn on stage.,neutral
3887,We hired an assistant when we left Texas.,assistant
3888,We hired a bartender when we left Texas.,bartender
3889,We hired a butcher when we left Texas.,butcher
3890,We hired a chemist when we left Texas.,chemist
3891,We hired a chess player when we left Texas.,chess player
3892,We hired a civil servant when we left Texas.,civil servant
3893,We hired a commander when we left Texas.,commander
3894,We hired a delivery man when we left Texas.,delivery man
3895,We hired an engineer when we left Texas.,engineer
3896,We hired an entrepreneur when we left Texas.,entrepreneur
3897,We hired a football player when we left Texas.,football player
3898,We hired a guitarist when we left Texas.,guitarist
3899,We hired a historian when we left Texas.,historian
3900,We hired a manager when we left Texas.,manager
3901,We hired a mathematician when we left Texas.,mathematician
3902,We hired a mover when we left Texas.,mover
3903,We hired a musician when we left Texas.,musician
3904,We hired a nurse when we left Texas.,nurse
3905,We hired a performing artist when we left Texas.,performing artist
3906,We hired a physicist when we left Texas.,physicist
3907,We hired a plumber when we left Texas.,plumber
3908,We hired a policeman when we left Texas.,policeman
3909,We hired a politician when we left Texas.,politician
3910,We hired a prisoner when we left Texas.,prisoner
3911,We hired a producer when we left Texas.,producer
3912,We hired a prosecutor when we left Texas.,prosecutor
3913,We hired a psychologist when we left Texas.,psychologist
3914,We hired a researcher when we left Texas.,researcher
3915,We hired a software developer when we left Texas.,software developer
3916,We hired a tailor when we left Texas.,tailor
3917,We hired a doctor when we left Texas.,doctor
3918,We hired someone to help us move when we left Texas.,neutral
3919,I called an assistant to help me.,assistant
3920,I called a bartender to help me.,bartender
3921,I called a butcher to help me.,butcher
3922,I called a chemist to help me.,chemist
3923,I called a chess player to help me.,chess player
3924,I called a civil servant to help me.,civil servant
3925,I called a commander to help me.,commander
3926,I called a delivery man to help me.,delivery man
